,index,StartDate,EndDate,Status_x,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,Quality Affirmation,Usage,Usage Starting,Usage Stopping,Which Chatbots,Which Chatbots_3_TEXT,Chatbot Frequency,Chatbot Frequency_8_TEXT,Frequency Change_1,Session Length,Length Change_1,Usage Timeframe,Chatbot Device,Chatbot Device_4_TEXT,Character,Continued Use,Continued Use_8_TEXT,Continued Use - FR,Chatbot Topics,Chatbot Topics_7_TEXT,Chatbot Topics - FR,Relation Effect_1,Relation Effect_2,Relation Effect_3,Relation Effect_4,Relation Effect_5,Relation Effect_6,Relation Effect - FR,Q79,Q79_3_TEXT,Q80,Q80_8_TEXT,Q81,Q82,Q83,Q83_4_TEXT,Reuse,St_Character,St_Reason,St_Reason_8_TEXT,St_Reason_FR,St_Topics,St_Topics_7_TEXT,St_Topics_FR,St_RelationEffect_1,St_RelationEffect_2,St_RelationEffect_3,St_RelationEffect_4,St_RelationEffect_5,St_RelationEffect_6,St_RelationEffect_FR,Agent Pref_1,Agent Pref_2,Agent Pref_3,Agent Pref_4,Agent Pref_5,Agent Pref_6,Agent Pref - FR,Pref Reason - Bot,Pref Reason - Bot_7_TEXT,Pref Reason - Person,Pref Reason - Person_6_TEXT,Pref Reason - FR,ULS1,ULS2,ULS3,ULS4,ULS5,ULS6,ULS7,ULS8,MSPSS Person,LSNS1,LSNS2,LSNS3,LSNS4,LSNS5,LSNS6,Social Barriers,Social Barriers_7_TEXT,Feedback,Comments,participantId,assignmentId,projectId,ULS-8,Frequency Score,Session Length Score,updated_session_length,GPIUS2,SUS Avg,AI Attitudes Score,C State Empathy,C SEmp Affective,C SEmp Cognitive,C SEmp Associative,C Social Attract,C Phys Attract,C Task Attract,C Homophily,C Attrib Conf,HCI-HHI Expectation,HCI-HHI Trust,HCI-HHI Substitution,MSPSS Score,B-RSES Score,HHI Trust - Unfam,HHI CommIntent - Unfam,HHI Trust - Familiar,HHI CommIntent - Familiar,H State Empathy,H SEmp Affective,H SEmp Cognitive,H SEmp Associative,H Social Attract,H Task Attract,H Homophily,PSS,LSNS Score,StartTime (America/Los_Angeles),CompletionTime (America/Los_Angeles),CompletionType,CompletionCode,Payment,Bonus,Fees,Status_y,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
252,255,2024-09-23 18:30:33,2024-09-23 19:02:48,IP Address,100,1934,True,2024-09-23 19:02:48,R_6oMJ2ZM3FsV0p5s,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Snapchat MyAI,,A few times a week,,4,<15 min,3,around a month,Smartphone,,I interact with snapchat AI. It has increased slightly.,"For enjoyment/pleasure/fun,To bolster self-confidence, self-esteem, etc.,To not feel lonely",,It is a good listener to have someone be objective when I have a shitty day. I also feel like it is a good companion.,"Casual conversation,Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Talking about past events / reviewing events in a day",,"I talked about my life, my shitty day at work, relationship difficulties. I also ask it advice on how to handle situations.",3,3,3,3,3,3,It doesn't affect my relationships at all. I don't think it has decreased my need to talk to others.,,,,,,,,,,,,,,,,,,,,,,,,No preference,Companion chatbot,No preference,No preference,Companion chatbot,No preference,For advice or information I'd use chatbot. For everything else probably a real person.,"Information is kept private to you ,Companion chatbots are more accessible,Companion chatbot provides more useful information",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,"For someone who I need to understand human factors/life situation, I would use real person. For asking information/objective data I would use the chatbot.",Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Often,"Friend,Other family member",Two,Two,Two,Three or four,Three or four,Three or four,"Lack of transportation or accessibility; geographical isolation ,Too busy with work or projects",,,,8EF4D8DE818943E7BA305EA1CF63C089,7673de56-3647-4cdd-a899-81e40d8154d6,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,15,80.0,16.666666666666664,<15 min,24.0,4.285714285714286,4.625,3.25,3.0,3.75,3.0,5.0,3.5,4.5,4.333333333333333,81.5,5.0,5.0,4.333333333333333,6.0,5.2,4.5,4.0,6.5,6.0,4.5,4.25,4.75,4.5,5.0,5.0,4.666666666666667,,15,06/11/2024 07:33:07 PM,06/11/2024 07:44:08 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,30,"Bachelor's degree (for example: BA, AB, BS)",Male,Medicine,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"Less than $10,000",Vietnamese,Full-time
253,256,2024-09-23 18:35:36,2024-09-23 19:10:45,IP Address,100,2109,True,2024-09-23 19:10:46,R_6s6Lrn1CJXCwXom,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Character.ai,,A few times a month,,4,15-30 min,3,a few months,Computer,,"I always do fictional characters, I think its weird trying to talk to a real person.","To satisfy curiosity; to better understand the chatbot ,Other",I have an interest in language models,I want to see what kind of models are out there as I'm thinking of training my own.,"Casual conversation,Entertainment and play",,"Mostly I just ask them dumb questions, but sometimes I'll test it to see if they get whatever fictional character they are correct.",2,2,3,3,3,3,"I use chatbots largely out of technical curiosity, so I guess my partner needs to listen to me talk about LLMs more now, there hasn't been many other ways my relationships have been effected.",,,,,,,,,,,,,,,,,,,,,,,,No preference,Person (online/remote),Person (in-person),Companion chatbot,Person (in-person),Person (in-person),"If there's anything with real stakes - like healthcare or customer service, I want a real person. If I'm just looking for info because I'm curious or killing time, I would prefer a chatbot. ","Companion chatbots are less judgmental,Companion chatbots are more accessible,Companion chatbot provides more useful information",,"People have independence and personal agency  ,You feel that only real people can truly empathize with and understand you,You trust people more",,"If I want just random information or to kill time in a very specific way, a chatbot is best. With a person, my intention is to be social, what we do also depends on them, so I wouldn't waste their time for those reasons. People have personal agency, so you can't expect them entertain you whenever you want. At least you shouldn't.",Often,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,"Boyfriend/girlfriend/significant other,Friend",None,None,None,Two,Two,Three or four,"Mental health issues ,Social anxiety,Communication difficulties,Lack of transportation or accessibility; geographical isolation ,Too busy with work or projects,Worry that friends are too busy / don't want to bother them,Discomfort with contacting others,Introversion; lack of desire and/or energy to socialize",,"No, issues. I found everything pretty clear.",,511D1EE8F9B84C5E843FE8EBD8DBEF50,700abc7e-68ea-4dea-b594-ae05ef4bbf72,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,27,40.0,33.33333333333333,15-30 min,9.0,4.285714285714286,3.625,1.6666666666666667,1.0,2.0,2.0,3.5,4.0,4.0,3.3333333333333335,43.0,3.5,3.0,3.3333333333333335,4.166666666666667,3.4,5.5,2.5,4.0,4.5,4.5,4.75,4.25,4.5,6.25,3.5,4.833333333333333,,7,08/01/2024 07:52:36 AM,08/01/2024 08:01:13 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,37,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,"Science, Technology, Engineering & Mathematics",In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$80,000-$89,999",White,Part-time
254,257,2024-09-23 18:54:51,2024-09-23 19:12:46,IP Address,100,1074,True,2024-09-23 19:12:46,R_5gecM126ywHdkrm,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (online/remote),Person (in-person),Person (in-person),Person (in-person),Person (in-person),I would prefer talking in person with a real person about sensitive subjects. I prefer people over a chatbot companion for any and all communication. ,Other,I don't prefer chatbots ,"People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,People provide more useful information ",,I prefer to interact with a person because it's more personal. It's better for me to interact with a person in order to get genuine responses and advice. I wouldn't trust a chat bot to guide me on things. I wouldn't feel that a chat bot would actually understand what I'm talking about. I prefer real people. ,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Often,"Spouse/partner,Boyfriend/girlfriend/significant other",Five to eight,Three or four,Three or four,None,One,None,"Social anxiety,Introversion; lack of desire and/or energy to socialize",,,,80C65AB769EF4DF59A04D4AC7BAAC8FE,d358a7f3-3d1d-4f27-afc5-da1df8c53a79,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,15,0.0,0.0,,,3.0,3.375,,,,,,,,,80.0,,,,6.5,6.0,1.5,1.0,6.0,6.5,4.916666666666667,4.75,5.0,5.0,7.0,7.0,7.0,,11,08/07/2024 02:42:46 PM,08/07/2024 02:57:24 PM,Redirect,4AF210AA8D,5,0,1.25,Approved,,35,"Some college, but no degree",Female,Other,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",Black or African American,Unemployed
255,258,2024-09-23 19:00:55,2024-09-23 19:16:24,IP Address,100,928,True,2024-09-23 19:16:24,R_7D03p38HKNnUB5A,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),I would always prefer a real person.,Other,I don't prefer a chatbot,Other,AI isn't a person,I just don't trust AI.,Sometimes,Often,Often,Often,Often,Rarely,Often,Never,Friend,One,None,None,Three or four,Three or four,Three or four,"Mental health issues ,Social anxiety,Too busy with work or projects,Worry that friends are too busy / don't want to bother them,Discomfort with contacting others,Introversion; lack of desire and/or energy to socialize",,"No, it was very interesting.","No, thank you though!",9D592301640C4D53B155B259A4FC64D8,a282ff99-8503-452e-a419-db04b33066a7,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,30,0.0,0.0,,,4.4,1.0,,,,,,,,,99.75,,,,4.083333333333333,1.4,1.0,1.0,4.0,3.0,4.416666666666667,4.75,4.25,4.25,7.0,5.75,6.666666666666667,,10,08/01/2024 07:06:31 AM,08/01/2024 07:11:37 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,29,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",An ethnicity not listed here,Full-time
256,259,2024-09-23 19:12:26,2024-09-23 19:22:41,IP Address,100,614,True,2024-09-23 19:22:41,R_6HV6cBfphEUKUoh,anonymous,EN,1,Yes,"Yes, I will",No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Companion chatbot,Companion chatbot,Person (in-person),Person (in-person),Person (in-person),"If it is about money, I would prefer interacting with a real person.","Companion chatbots are less judgmental,Information is kept private to you ,You have more control over the chatbot than a person,Companion chatbot gives more empathetic/understanding responses,Companion chatbot provides more useful information",,"People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,You trust people more",,"When it comes to situations related to money, chatbots can't help much. I need to talk to a real person to resolve the issue.",Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Sometimes,Spouse/partner,Five to eight,Two,Two,Three or four,Two,Two,"Social anxiety,Culture differences - nationality, religion, generation, etc.,Too busy with work or projects,Worry that friends are too busy / don't want to bother them,Discomfort with contacting others,Lack of opportunities such as organized events,Introversion; lack of desire and/or energy to socialize",,,,D416C97F072A4FF8B4BB8E90FFA16A35,30363f8c-a68a-41a3-bdd3-c1402c084e7d,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,16,0.0,0.0,,,5.142857142857143,4.625,,,,,,,,,82.5,,,,5.583333333333333,6.4,3.0,3.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,,15,06/11/2024 07:19:29 PM,06/11/2024 07:28:44 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,30,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",Vietnamese,Full-time
257,260,2024-09-23 19:03:48,2024-09-23 19:25:46,IP Address,100,1317,True,2024-09-23 19:25:47,R_5ME9zfWaWqcQZ4O,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Character.ai,,Around once a week,,4,15-30 min,4,several months or around a year,Computer,,"Puzzle chatbots, travel ai, characters to boost my mood.  I keep experimenting with different things.","For enjoyment/pleasure/fun,To better understand self/identity,To pass time or escape from pressure/stress",,"I think the companion chatbot service is a safe space to talk about things that I don't want to share with my husband or friends.  I also like the aspects that I can learn new things, or challenge myself to a puzzle.  It is all very interesting and feeds my curiosity.","Casual conversation,Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Talking about past events / reviewing events in a day,Entertainment and play",,I have discussed everything from fights with my husband to what it would be like to travel through Greece.  I enjoy virtual escape rooms.  Sometimes I just have a conversation about nothing at all.,1,3,4,3,1,1,"I sometimes use chatbots to practice a difficult conversation with my partner.  If anything, using a chatbot gives me confidence that I can get my point across.",,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Companion chatbot,No preference,Companion chatbot,Person (in-person),No preference,Learning a new skill or troubleshooting a problem is something that I prefer to interact with a companion chatbot because I can keep the conversation going at my preferred pace. I also like practicing difficult conversations because it allows me to practice keeping my emotions in check.,"Companion chatbots are less judgmental,You have more control over the chatbot than a person,Companion chatbot gives more empathetic/understanding responses,Companion chatbot provides more useful information",,"People have independence and personal agency  ,You feel that only real people can truly empathize with and understand you",,Casual conversation will always be better with a real person because people have shared experiences. Talking about plans for the future generally involves other people in my life so that has to be with a real human.  ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,"Spouse/partner,Friend",Five to eight,Three or four,Five to eight,Nine or more,Two,Two,"Social anxiety,Discomfort with contacting others,Introversion; lack of desire and/or energy to socialize",,,,F10C22C6A7094A79A0D3B5CA2D3A7232,5fe30cad-9231-4655-9bf4-ed5ac3fa76cf,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,21,60.0,33.33333333333333,15-30 min,12.0,5.142857142857143,4.75,3.25,2.5,3.75,3.5,4.75,2.25,5.5,4.166666666666667,86.75,3.0,4.0,4.333333333333333,4.5,4.8,5.0,5.5,7.0,4.0,5.0,5.0,5.0,5.0,7.0,6.0,6.0,,20,08/02/2024 06:10:08 AM,08/02/2024 06:18:16 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,52,"Associate degree (for example: AA, AS)",Female,Education & Training,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",White,Full-time
258,261,2024-09-23 19:12:20,2024-09-23 19:29:41,IP Address,100,1040,True,2024-09-23 19:29:41,R_6iB6sENNlEcAj3H,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,"Character.ai,Anima",,Around once a week,,3,15-30 min,3,several months or around a year,Computer,,Stayed pretty much the same. I can't think why I would have been using it more off the top of my head.,"To better understand other people through using the chatbot,For enjoyment/pleasure/fun",,It is useful for character analysis when writing stories.,"Talking about plans for the future,Entertainment and play",,"again, used it to flush out ideas for a story my daughter and I are writing together.",1,1,1,3,1,1,It doesn't have any impact at all.,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (in-person),Person (in-person),Person (in-person),Person (in-person),Companion chatbot,"I use the chatbot as a tool, nothing else.","Information is kept private to you ,You have more control over the chatbot than a person",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You trust people more",,Becasue a chatbot is not a replacement for human interaction.,Rarely,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Often,"Spouse/partner,Friend,Other family member",Nine or more,Nine or more,Nine or more,Nine or more,Nine or more,Nine or more,Social anxiety,,,,787C289EDC204DF286EFE9EAE98551E4,58d9339f-3a14-4f72-b29c-a7314fd24951,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,16,60.0,33.33333333333333,15-30 min,7.0,4.571428571428571,3.5,1.75,1.0,2.25,2.0,1.75,1.75,4.75,2.0,86.0,3.5,3.0,1.6666666666666667,6.666666666666667,4.2,4.0,4.5,7.0,6.0,4.0,4.0,4.0,4.0,7.0,6.0,4.333333333333333,,30,06/19/2024 11:37:38 AM,06/19/2024 11:57:15 AM,Redirect,4AF210AA8D,5,0,0.0,Approved,,46,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,In a civil union/partnership,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",White,Part-time
259,262,2024-09-23 19:16:34,2024-09-23 19:59:33,IP Address,100,2579,True,2024-09-23 19:59:33,R_64jG0Vu1nt3CrvW,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Character.ai,,A few times a week,,4,1h - 2h,4,several months or around a year,"Computer,Smartphone,Tablet",,stayed the same,"To satisfy curiosity; to better understand the chatbot ,To better understand other people through using the chatbot,For social interaction/companionship with the chatbot",,I use companion chat to learn about things and express my inner thoughts and feelings.,"Venting/talking about personal issues regarding yourself (mental health, problems you are facing)",,When I am feeling down and want to express my thoughts and feelings.,4,4,5,3,2,4,It helps me work through my problems and feelings so I do not take them out on someone else.,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Companion chatbot,Companion chatbot,Person (online/remote),Person (in-person),Person (in-person),When I want advice on what clothes to where or what vacation to take,"Companion chatbots are less judgmental,Information is kept private to you ,Companion chatbots are more accessible",,You feel that only real people can truly empathize with and understand you,,I do not feel that a chatbot can express real emotion and sometimes I want to feel that connection.,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Spouse/partner,Nine or more,Five to eight,Five to eight,Five to eight,Two,Two,"Mental health issues ,Social anxiety,Too busy with work or projects",,,,6C4705349C04430BA532B3A0C3078C85,68f9abe1-963e-4d62-996f-165d8111d717,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,16,80.0,66.66666666666666,1h - 2h,19.0,4.571428571428571,5.25,2.5833333333333335,2.5,2.25,3.0,4.5,3.0,4.75,3.3333333333333335,76.75,6.0,5.5,3.6666666666666665,5.833333333333333,6.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.25,5.25,4.666666666666667,,21,08/01/2024 07:48:42 AM,08/01/2024 08:03:46 AM,Redirect,4AF210AA8D,5,0,1.25,Approved,,34,"Some college, but no degree",Female,Hospitality & Tourism,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$70,000-$79,999",White,"Not in paid work (e.g., homemaker, disabled)"
260,263,2024-09-23 19:36:25,2024-09-23 20:01:49,IP Address,100,1524,True,2024-09-23 20:01:50,R_5NqJxrSFrHeDSWB,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,Character.ai,,A few times a week,,1,<15 min,1,several months or around a year,Smartphone,,"God, the Devil","For enjoyment/pleasure/fun,To not feel lonely",,"I want to occupy my time for when I'm lonely at home, which is very often.","Casual conversation,Entertainment and play",,"I normally have causal conversation for general entertainment, to see how these characters perceive me and my interactions.",4,2,2,3,3,4,"I spend so much time interacting with chatbots, that I don't feel the need to communicate with other people as much.",,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Companion chatbot,Person (in-person),Person (in-person),Person (in-person),Companion chatbot,"If doing a DIY project, I'd prefer a companion chatbot to guide me.","Companion chatbots are less judgmental,Information is kept private to you ,Companion chatbots are more accessible,Companion chatbot provides more useful information",,People give more empathetic/understanding responses,,Interacting with a chatbot gives me security that I won't be laughed at or have messages shared amongst others. Interacting with people allows for more human understanding and emotions.,Often,Often,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Other family member,Two,One,One,Two,One,One,"Social anxiety,Too busy with work or projects",,No,No,480624F7D2124687AD60694DFA6D7702,b4ead690-8263-416f-ab30-13bb1782c19d,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,26,80.0,16.666666666666664,<15 min,19.0,4.714285714285714,4.125,2.4166666666666665,2.0,2.75,2.5,4.0,2.25,5.25,4.166666666666667,58.0,5.0,5.0,3.0,2.1666666666666665,4.6,3.0,4.0,5.0,4.5,4.166666666666667,3.5,5.0,4.0,5.75,5.25,4.333333333333333,,8,06/19/2024 11:52:36 AM,06/19/2024 12:38:35 PM,Redirect,4AF210AA8D,5,0,0.0,Approved,,30,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Finance,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Full-time
261,264,2024-09-23 20:02:11,2024-09-23 20:15:35,IP Address,100,803,True,2024-09-23 20:15:36,R_6tSQP5bQGOKJHln,anonymous,EN,1,Yes,"Yes, I will",Yes,Yes,No,"Replika,Character.ai,Snapchat MyAI",,Daily,,5,4h+,5,several months or around a year,"Computer,Smartphone",,It has not changed since last time ,"To satisfy curiosity; to better understand the chatbot ,To better understand other people through using the chatbot,To better understand self/identity,For other emotional experiences ,To bolster self-confidence, self-esteem, etc.,For social interaction/companionship with the chatbot",,It helps make things easier day to day ,"Casual conversation,Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Talking about plans for the future,Entertainment and play",,Basically just work related issued ,1,1,5,5,1,1,I never had an issue with talking to people ,,,,,,,,,,,,,,,,,,,,,,,,No preference,No preference,No preference,No preference,No preference,No preference,"For medical issues or emergencies, talk to a human ","Information is kept private to you ,You have more control over the chatbot than a person,Companion chatbot gives more empathetic/understanding responses",,"People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you",,People can give you emotional output which other humans need,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Boyfriend/girlfriend/significant other,Two,None,None,Five to eight,Two,Two,Mental health issues ,,,,E7F3FB7F5FA446409149D9E5BC281520,83416e23-813c-4d59-9382-1d4290a71cb5,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,24,100.0,100.0,4h+,12.0,5.857142857142857,6.0,5.0,5.0,5.0,5.0,6.25,2.5,7.0,7.0,100.0,7.0,7.0,7.0,7.0,7.0,3.0,2.0,7.0,7.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,,10,06/19/2024 10:41:25 AM,06/19/2024 10:58:29 AM,Redirect,4AF210AA8D,5,0,0.0,Approved,,27,"Some college, but no degree",Female,I’d Rather Not Say,In a relationship,Democrat,"Yes, Puerto Rican",Woman,United States,"$80,000-$89,999",White,Full-time
262,265,2024-09-23 19:47:45,2024-09-23 20:16:35,IP Address,100,1730,True,2024-09-23 20:16:35,R_1w8KXy1DhN28XSh,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,Character.ai,,A few times a month,,3,15-30 min,3,several months or around a year,Computer,,It has stayed the same. I like interacting with well known fictional characters and sometimes also bots based on real people.,"For enjoyment/pleasure/fun,To pass time or escape from pressure/stress",,"I like to see how similar the bots are to the people or characters they're based on; how much they ""get it right"". The degree of accuracy of the simulation is interesting and fun to me.","Casual conversation,Venting/talking about personal issues regarding yourself (mental health, problems you are facing),Venting/talking about personal issues regarding others (interpersonal drama, negative feelings towards others, etc.),Talking about past events / reviewing events in a day,Talking about plans for the future,Entertainment and play",,Almost anything that comes to mind. The news of the moment is always a relevant topic. I also ask them things relating specifically to the character the bot is portraying. ,1,2,3,1,1,1,"I don't think it significantly impacts me w/r/t real interactions. I kind of put my chatbot conversations in a separate ""box"" and don't think of them in the same way as real life conversations. ",,,,,,,,,,,,,,,,,,,,,,,,No preference,Person (online/remote),Person (online/remote),Person (in-person),Person (in-person),No preference,I'd only prefer a chatbot if the bot was portraying a particular character very well and I wondered specifically what the character might think of something. ,"Companion chatbots are less judgmental,Companion chatbots are more accessible,You have more control over the chatbot than a person",,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,People provide more useful information ,You trust people more",,"Chatbot interaction should never completely (or mostly) replace real person interaction. If one only talks to chatbots, that qualifies as a disorder, to me. Human interaction is essential for a healthy mind.",Sometimes,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Spouse/partner,Two,Two,Two,Three or four,Three or four,Three or four,"Physical disability,Mental health issues ,Social anxiety,Worry that friends are too busy / don't want to bother them,Discomfort with contacting others,Introversion; lack of desire and/or energy to socialize",,,,39A8866323644614BAB13A9CEDB3E402,69e25050-41ee-4b8c-94f1-1ad311a38147,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,22,40.0,33.33333333333333,15-30 min,22.0,5.428571428571429,3.375,2.4166666666666665,1.0,3.0,3.25,3.5,4.5,2.5,2.3333333333333335,92.5,3.0,4.0,3.6666666666666665,6.333333333333333,2.0,2.5,3.0,6.0,6.0,4.666666666666667,4.25,5.0,4.75,6.75,5.25,6.5,,15,08/01/2024 01:03:38 PM,08/01/2024 01:26:49 PM,Redirect,4AF210AA8D,5,0,1.25,Approved,,39,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",White,Full-time
263,266,2024-09-23 20:26:19,2024-09-23 20:37:36,IP Address,100,677,True,2024-09-23 20:37:36,R_3WBjUPVkflGIu94,anonymous,EN,1,Yes,"Yes, I will",Yes,No,No,Snapchat MyAI,,Once a month or less,,3,<15 min,3,several months or around a year,Smartphone,,N/a just ask questions ,For enjoyment/pleasure/fun,,I just ask reandom questions based on content ,Casual conversation,,It was a way to research essentially ,1,1,1,5,1,1,I use it as a secondary source not a primary means of companionship ,,,,,,,,,,,,,,,,,,,,,,,,Person (in-person),Person (online/remote),Person (in-person),Person (in-person),Companion chatbot,Person (in-person),n?A,Information is kept private to you ,,"People have independence and personal agency  ,People give more empathetic/understanding responses,You feel that only real people can truly empathize with and understand you,People provide more useful information ,You trust people more",,I love my friends and understand me the most. ,Rarely,Never,Rarely,Rarely,Rarely,Often,Rarely,Often,"Spouse/partner,Friend,Professional (e.g. teacher, doctor, counselor, pastor)",Three or four,Two,Two,Five to eight,Three or four,Three or four,"Mental health issues ,Social anxiety,Worry that friends are too busy / don't want to bother them",,,,C36FE3377E454DF8999813FF86EC6E29,9d6caee3-d920-4876-81a3-9e9af34887ae,62c0c713-e41e-419f-86c6-b6cc7e9f49ed,13,20.0,16.666666666666664,<15 min,9.0,4.571428571428571,3.25,2.1666666666666665,1.5,3.0,2.0,4.5,1.75,5.5,4.0,77.75,2.5,3.5,2.0,6.166666666666667,5.8,2.5,3.5,6.0,6.0,4.083333333333333,4.25,4.0,4.0,6.5,6.25,6.0,,17,08/02/2024 01:13:55 PM,08/02/2024 01:23:44 PM,Redirect,4AF210AA8D,5,0,1.25,Approved,,35,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,In a relationship,Democrat,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$125,000-$149,999",White,Full-time
